Project ID,Organization,Department,Division,Project Number,Project Category,Project Type,Project Sub-Type,Phase,Priority,Status,Project Name,Description,Justification,Project Location,Notes,Council District,Estimated Start,Estimated End,Plan Cost,Estimated Cost,PO Cost,Actual Cost,Metro Cost,State Cost,Federal Cost,Other Cost,Total Cost,Longitude,Latitude,Layer Name,Mapped Location
7766,Metro Nashville,Metro Public Works,Paving,RPMS-49203,Paving,Paving,New,Plan Design,,Planned,BELLSHIRE DR - DICKERSON PIKE - BRICK CHURCH PIKE,"Based on the current condition index, this roadway segment qualifies for paving.","Based on the current condition index, this roadway segment qualifies for paving.",BELLSHIRE DR - DICKERSON PIKE - BRICK CHURCH PIKE,"Based on the current condition index, this roadway segment qualifies for paving.",03,01/01/2021,01/31/2021,239400,0,0,0,0,0,0,0,239400,-86.769246,36.261819,Project Line,POINT (-86.769246 36.261819)
5107,Metro Nashville,Metro Public Works,Engineering,21-041913173476,Sidewalk,New Sidewalk,New,Construction/Closeout/Warranty,,Complete,Davidson Rd From HG Hill Middler School To 50' W of CSX,Multi-Use-Path with Varying Furnishing Zone,"Project provides connectivity from Harding Pike to Transit, Hill Middle School, and Hillwood High School. (Phase 2 Project)",Davidson Rd From HG Hill Middler School To 50' W of CSX,"Installation of new multi-use-path and furnishing zone along with curb, gutter, and storm drainage that provides connectivity from Harding Pike to Transit, Hill Middle School, and Hillwood High School",23,08/01/2022,07/07/2023,1503568.35,874844,1427193.35,1427193.35,874844,0,0,0,1427193.35,-86.862612,36.11529,Project Line,POINT (-86.862612 36.11529)
7569,Metro Nashville,Metro Public Works,Engineering,22-030711584223,Bikeway,Bike Lane,New,Future,,Future,8th Ave S From South St To Korean Veterans Blvd,Construction of a new bike lane.,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,8th Ave S From South St To Korean Veterans Blvd,This bikeway is estimated to begin in 2025 or later.,"17, 19","Jul, 2025","Dec, 2025",0,0,0,0,0,0,0,0,0,-86.779288,36.15224,Project Line,POINT (-86.779288 36.15224)
7503,Metro Nashville,Metro Public Works,Engineering,22-022215390253,Sidewalk,New Sidewalk,New,Plan Design,,Planned,Murfreesboro Pike From Rural Hill Rd To Lake Villa Dr,"This project will bridge a sidewalk gap on Murfreesboro Pike, improving walkability and pedestrian safety.",To provide safe connections for people walking to neighborhoods and destinations for transportation and recreation.,Murfreesboro Pike From Rural Hill Rd To Lake Villa Dr,Install new sidewalk on northeast side of Murfreesboro Pike between Lakevilla Drive and Rural Hill Road. Estimated start late 2023.,"29, 32",04/08/2024,10/08/2024,297373.47,0,0,0,0,0,0,0,297373.47,-86.640229,36.076354,Project Line,POINT (-86.640229 36.076354)
8272,Metro Nashville,Metro Public Works,Engineering,121729.00,Capital,New Sidewalk,New,Aquiring Right-Of-Way,,Scheduled,Lebanon Pike Sidewalks,"Construction of an 8' sidewalk with 4' green furnishing zone, with signal and crossing upgrades at McGavock Pike and Graylynn Drive.",TBD,Lebanon Pike (State Route 24),TBD,15,07/09/2024,05/25/2025,3800000,0,0,0,760000,0,3040000,0,3800000,-86.675575,36.169874,Project Line,POINT (-86.675575 36.169874)
2136,Metro Nashville,Metro Public Works,Paving,RPMS-11173,Paving,Paving,New,Plan Design,,Planned,BREWER DR - NOLENSVILLE PK - MCMURRAY DR,BREWER DR - NOLENSVILLE PK - MCMURRAY DR,"Based on the current condiion index, this roadway segment qualifies for paving",BREWER DR - NOLENSVILLE PK - MCMURRAY DR,PER TOMMY JONES EMAIL 11/18/15,27,01/01/2021,01/31/2021,109250,0,0,0,111150,0,0,0,109250,-86.718732,36.053595,Project Line,POINT (-86.718732 36.053595)
8302,Metro Nashville,Metro Public Works,Engineering,23-060210275437,Bridge,Bridge Repairs,Maintenance/Repairs,Ready for Construction,,Planned,Stonemeade Drive/ Branch,"Flagged - NDOT. The work will consist of: Repair concrete deterioration on top of bridge deck, install epoxy seal coat on bridge deck.",The 2021 TDOT inspection identified concrete cracks and concrete spalls on bridge deck.,Stonemeade Drive/ Branch,Traffic control measures will be required to complete the planned bridge repairs.,35,,,0,80000,0,0,0,0,0,0,80000,-86.962451,36.040637,Project Poly,POINT (-86.962451 36.040637)
6031,Metro Nashville,Metro Public Works,Engineering,103490.00,Capital,Intersection Improvements,Rehabilitation,Plan Design,,Planned,Jefferson Street Intersections,"Improvements involve a possible roundabout at 28th and Jefferson and upgrades to the pedestrian signals, crossings and handicap ramps at 21st and Jefferson.","Improvements to these intersections are needed to improve safety, mobility and access management.",Jefferson Street at 21st and 28th Avenues,This project is currently in the preliminary design phase of work.,21,09/15/2025,07/15/2026,528000,1045563,210000,0,528000,0,0,0,1045563,-86.809608,36.169097,Project Point,POINT (-86.809608 36.169097)
5408,Metro Nashville,Metro Public Works,Engineering,21-060712434899,Bikeway,Bike Lane,New,Future,,Future,Fatherland St From S 5th St To S 19th St,Bike boulevard in design.,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,Fatherland St From S 5th St To S 19th St,This bikeway is estimated to begin in 2025 or later.,06,"Jul, 2025","Dec, 2025",70000,70000,0,0,70000,0,0,0,70000,-86.750405,36.174143,Project Line,POINT (-86.750405 36.174143)
7495,Metro Nashville,Metro Public Works,Engineering,22-022213324762,Sidewalk,New Sidewalk,New,Planning/Scoping,,Planned,NOLENSVILLE PIKE From PARAGON MILLS RD To WELCH RD,"This project will bridge a sidewalk gap on Nolensville Pike, improving walkability and pedestrian safety.",To provide safe connections for people walking to neighborhoods and destinations for transportation and recreation.,NOLENSVILLE PIKE From PARAGON MILLS RD To WELCH RD,Install new sidewalk on east side of Nolensville Pike between Paragon Mills Road and Welch Road. Estimated start 2025.,"26, 30",2025,2025,158675.4,0,0,0,0,0,0,0,158675.4,-86.72764,36.084219,Project Line,POINT (-86.72764 36.084219)
8247,Metro Nashville,Metro Public Works,Engineering,23-032113141717,Sidewalk,New Sidewalk,New,Construction/Closeout/Warranty,,Complete,Craighead St (Phase 3C) From Browns Creek Bridge To Bransford Ave,Sidewalk repair,Part of larger Craighead improvements,Craighead St From Browns Creek Bridge  To Bransford Ave,This project is part of the Craighead improvement project.,"17, 26",03/23/2023,04/13/2023,117152.3,0,117152.3,117152.3,0,0,0,0,117152.3,-86.766146,36.125937,Project Line,POINT (-86.766146 36.125937)
7908,Metro Nashville,Metro Public Works,Engineering,22-092808201733,Sidewalk,New Sidewalk,New,Construction/Closeout/Warranty,,Complete,Rosa L Parks Blvd From Clarksville Pike To Mainstream Dr,New 8ft sidewalk at back of curb on both sides of Rosa Parks,This project will increase pedestrian safety and connectivity,Rosa L Parks Blvd From Clarksville Pike To Mainstream Dr,Project is scheduled to be begin October of 2022,"02, 21",11/28/2022,03/20/2023,1121564.44,1200000,1121564.44,1121564.44,0,0,0,0,1121564.44,-86.820672,36.189284,Project Line,POINT (-86.820672 36.189284)
8197,Metro Nashville,Metro Public Works,Engineering,23-011712083437,Sidewalk,New Sidewalk,New,Construction/Closeout/Warranty,,Complete,Hillsboro Pike Phase 3 From Castleman Dr To Overhill Dr,New 5' sidewalk,To provide increased pedestrian safety and fill a gap in an existing sidewalk network.,Hillsboro Pike Phase 3 From Castleman Dr To Overhill Dr,This project will fill a gap in an existing sidewalk network.,"25, 34",07/05/2023,08/30/2023,300000,0,194172.91,194172.91,0,0,0,0,194172.91,-86.819351,36.100285,Project Line,POINT (-86.819351 36.100285)
6272,Metro Nashville,Metro Public Works,Engineering,21-041412135012,Sidewalk,New Sidewalk,New,Data Collection,,Planned,Hamilton Church Rd From Murfreesboro Pike To East of Hamilton Creek Apts,New sidewalks with grass furnishing zone.,To provide safe connections for people walking to neighborhoods and destinations for transportation and recreation.,Hamilton Church Rd From Murfreesboro Pike To 133 FT East of Hamilton Creek Apts,South side of street is currently being scoped.,"08, 29, 32",07/01/2025,12/01/2025,800000,400000,0,0,400000,0,0,0,400000,-86.626812,36.065157,Project Line,POINT (-86.626812 36.065157)
7533,Metro Nashville,Metro Public Works,Engineering,22-022408502075,Bikeway,Bike Lane,New,Planning/Scoping,,Planned,County Hospital Rd From Briley Pkwy Ramp To Clarksville Pike,Construction of a new bike lane.,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,County Hospital Rd From Briley Pkwy Ramp To Clarksville Pike,This bikeway is under consideration as a Fast Track bike lane.,"01, 02","Jul, 2025","Dec, 2025",250000,0,0,0,0,0,0,0,250000,-86.845678,36.182589,Project Line,POINT (-86.845678 36.182589)
7489,Metro Nashville,Metro Public Works,Engineering,22-022210084048,Sidewalk,New Sidewalk,New,Construction/Closeout/Warranty,,Complete,MILLWOOD DR From MURFREESBORO PIKE To BLUE NOTE APARTMENTS,Approx. 675 linear feet of 5ft sidewalk.,This project will connect Blue Note Apartments to and existing sidewalk network.,MILLWOOD DR From MURFREESBORO PIKE To BLUE NOTE APARTMENTS,This project met selection criteria due to connectivity and the opportunity for safety improvements.,"13, 16",04/19/2023,06/01/2023,137000,0,159509.39,159509.39,0,0,0,0,159509.39,-86.713737,36.1304,Project Line,POINT (-86.713737 36.1304)
7392,Metro Nashville,Metro Public Works,Engineering,21-120207304328,Sidewalk,Sidewalk Repairs,Maintenance/Repairs,Complete,,Complete,Elm Hill Pike From Fesslers Ln To Spence Ln,"This project will bridge multiple sidewalk gaps on Elm Hill Pike, improving walkability and pedestrian safety.",To provide safe connections for people walking to neighborhoods and destinations for transportation and recreation.,Elm Hill Pike From Fesslers Ln To Spence Ln,Install new sidewalk along north side of Elm Hill Pike from Fesslers Lane to Spence Lane. Project completed 2022.,"15, 16, 17",01/20/2022,03/25/2022,1032294.05,0,0,0,0,0,0,0,1032294.05,-86.732993,36.143796,Project Line,POINT (-86.732993 36.143796)
2137,Metro Nashville,Metro Public Works,Paving,RPMS-11174,Paving,Paving,New,Plan Design,,Planned,GREEN LEAF DR - BREWER DR - CUL-DE-SAC,GREEN LEAF DR - BREWER DR - CUL-DE-SAC,"Based on the current condiion index, this roadway segment qualifies for paving",GREEN LEAF DR - BREWER DR - CUL-DE-SAC,PAVING,27,01/01/2021,01/31/2021,25500,0,0,0,25500,0,0,0,25500,-86.720403,36.053389,Project Line,POINT (-86.720403 36.053389)
5084,Metro Nashville,Metro Public Works,Engineering,2017-R-009,Sidewalk,New Sidewalk,New,Complete,,Complete,Maplewood Trace,5' Sidewalk with 2'-6' Furnishing Zone,Project provides sidewalk network connectivity to Transit and Maplewood High School,Maplewood Trace From Dickerson Pike To Walton Ln,"Installation of new 5' sidewalk and 2'-6' furnishing zone along with curb, gutter, and storm drainage that provides sidewalk network connectivity to Transit and Maplewood High School","02, 05",07/01/2021,08/19/2022,880000,1092000,1410599.4,656634.52,1410599.4,0,0,0,656634.52,-86.75479,36.232686,Project Line,POINT (-86.75479 36.232686)
6455,Metro Nashville,Metro Public Works,Paving,RPMS-18940,Paving,Paving,New,Plan Design,,Planned,BRICK CHURCH PIKE - W TRINITY LN - BRICK CHURCH PARK DR,BRICK CHURCH PIKE - MID-BLOCK - BRICK CHURCH PARK DR,"Based on the current condiion index, this roadway segment qualifies for paving",BRICK CHURCH PIKE - W TRINITY LN - BRICK CHURCH PARK DR,PAVING PROJECT: 'BRICK CHURCH PIKE - MID-BLOCK - BRICK CHURCH PARK DR',02,01/01/2021,01/31/2021,513000,0,0,0,234650,0,0,0,513000,-86.782311,36.219993,Project Line,POINT (-86.782311 36.219993)
7440,Metro Nashville,Metro Public Works,Engineering,22-011711440602,Sidewalk,Sidewalk Repairs,Maintenance/Repairs,Complete,,Complete,Cane Ridge Rd From Bell Rd To Mountain High Rd,Varying cross-section primarily consisting of a 5’ sidewalk and 2’ furnishing zone.,This project connects the existing sidewalk network along Bell Rd to the developing area around William Turner Pkwy.,Cane Ridge Rd From Bell Rd To Mountain High Rd,Sidewalk Project construction is complete.,"32, 33",01/10/2022,09/28/2022,283585.26,0,0,0,0,0,0,0,283585.26,-86.66152,36.042996,Project Line,POINT (-86.66152 36.042996)
8253,Metro Nashville,Metro Public Works,Engineering,23-032413331792,Bikeway,Shared Bikeway,New,Planning/Scoping,,Planned,29th Ave N From West End Ave To 31st Ave N,This shared bike route provides connectivity between West End Ave and Park Plaza.,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,29th Ave N From West End Ave To 31st Ave N,This bike route is currently being planned and scoped. It will also be coordinated with Parks.,21,"Jul, 2024","Dec, 2024",21949.85,0,0,0,0,0,0,0,21949.85,-86.814107,36.145798,Project Line,POINT (-86.814107 36.145798)
5360,Metro Nashville,Metro Public Works,Engineering,,Traffic,Intersection Improvements,Rehabilitation,Complete,,In Progress,Highway 100 at Pasquo,Install/modify intersection control features,To provide traffic control features that will improve and make safer vehicular traffic and pedestrians when traversing through the intersection,Highway 100 at Pasquo,Intersection improvement in progress,35,,,300000,300000,0,0,300000,0,0,0,300000,-86.96813,36.035418,Project Point,POINT (-86.96813 36.035418)
5258,Metro Nashville,Metro Public Works,Engineering,21-031013150752,Traffic,Intersection Improvements,Rehabilitation,Under Construction,,In Progress,Eastland and Chapel Intersection Improvements,Install/modify intersection control features,To provide traffic control features that will improve and make safer vehicular traffic and pedestrians when traversing through the intersection,EASTLAND AVENUE At CHAPEL AVENUE,Intersection improvements under construction,06,"1st quarter, 2016","3rd quarter, 2017",169576.25,169576.25,169576.25,0,169576.25,0,0,0,169576.25,-86.735759,36.18266,Project Point,POINT (-86.735759 36.18266)
7909,Metro Nashville,Metro Public Works,Engineering,22-092809193445,Sidewalk,New Sidewalk,New,Plan Design,,Planned,Old Hickory Blvd From Belle Forest Circle To Woodbury Falls Dr,New 5ft sidewalk at back of curb along west side of Old Hickory Blvd,To provide safe connections for people walking to neighborhoods and destinations for transportation and recreation.,Old Hickory Blvd From Belle Forest Circle To Woodbury Falls Dr,Construction estimated in December 2024.,"22, 23",12/01/2024,04/01/2025,602070,0,0,0,0,0,0,0,602070,-86.920408,36.083344,Project Line,POINT (-86.920408 36.083344)
681,Metro Nashville,Metro Public Works,Paving,RPMS-10946,Paving,Fall Paving,New,Plan Design,,Planned,ALAMEDA ST - 21ST AV N - 24TH AV N,ALAMEDA ST - 21ST AV N - 24TH AV N,"Based on the current condiion index, this roadway segment qualifies for paving",ALAMEDA ST - 21ST AV N - 24TH AV N,ALAMEDA ST - 21ST AV N - 24TH AV N,21,,,36550,0,0,0,36550,0,0,0,36550,-86.8107,36.166648,Project Line,POINT (-86.8107 36.166648)
636,Metro Nashville,Metro Public Works,Paving,RPMS-10884,Paving,Special Ops,New,Plan Design,,Planned,RUTLEDGE ST - PEABODY ST - MIDDLETON ST,RUTLEDGE ST - PEABODY ST - MIDDLETON ST,"Based on the current condiion index, this roadway segment qualifies for paving",RUTLEDGE ST - PEABODY ST - MIDDLETON ST,PAVING PROJECT: 'RUTLEDGE ST - PEABODY ST - MIDDLETON ST',19,,,38250,0,0,0,38250,0,0,0,38250,-86.769985,36.156077,Project Line,POINT (-86.769985 36.156077)
